Cardiff,2014-04-27,moderate rain
Edinburgh,2014-04-21,scattered clouds
Edinburgh,2014-04-22,moderate rain
Edinburgh,2014-04-23,light rain
Edinburgh,2014-04-24,light rain
Edinburgh,2014-04-25,light rain
Edinburgh,2014-04-26,light rain
Edinburgh,2014-04-27,moderate rain
Catania,2014-04-21,scattered clouds
Catania,2014-04-22,broken clouds
Catania,2014-04-23,few clouds
Catania,2014-04-24,sky is clear
Catania,2014-04-25,sky is clear
Catania,2014-04-26,moderate rain
Catania,2014-04-27,light rain
Bologna,2014-04-21,light rain
Bologna,2014-04-22,heavy intensity rain
Bologna,2014-04-23,moderate rain
Bologna,2014-04-24,sky is clear
Bologna,2014-04-25,light rain
Bologna,2014-04-26,moderate rain
Bologna,2014-04-27,light rain
Paris,2014-04-21,heavy intensity rain
Paris,2014-04-22,sky is clear
Paris,2014-04-23,sky is clear
Paris,2014-04-24,sky is clear
Paris,2014-04-25,sky is clear
Paris,2014-04-26,light rain
Paris,2014-04-27,moderate rain
Leeds,2014-04-21,light rain
Leeds,2014-04-22,moderate rain
Leeds,2014-04-23,moderate rain
Leeds,2014-04-24,scattered clouds
Leeds,2014-04-25,sky is clear
Leeds,2014-04-26,light rain
Leeds,2014-04-27,moderate rain
Leicester,2014-04-21,overcast clouds
Leicester,2014-04-22,light rain
Leicester,2014-04-23,light rain
Leicester,2014-04-24,scattered clouds
Leicester,2014-04-25,light rain
Leicester,2014-04-26,light rain
Leicester,2014-04-27,heavy intensity rain
Coventry,2014-04-21,light rain
Coventry,2014-04-22,light rain
Coventry,2014-04-23,light rain
Coventry,2014-04-24,light rain
Coventry,2014-04-25,few clouds
Coventry,2014-04-26,moderate rain
Coventry,2014-04-27,moderate rain
Warsaw,2014-04-21,scattered clouds
Warsaw,2014-04-22,sky is clear
Warsaw,2014-04-23,few clouds
Warsaw,2014-04-24,sky is clear
Warsaw,2014-04-25,light rain
Warsaw,2014-04-26,scattered clouds
Warsaw,2014-04-27,light rain
Venice,2014-04-21,sky is clear
Venice,2014-04-22,sky is clear
Venice,2014-04-23,sky is clear
Venice,2014-04-24,sky is clear
Venice,2014-04-25,moderate rain
Venice,2014-04-26,light rain
Venice,2014-04-27,light rain
Frankfurt am Main,2014-04-21,broken clouds
Frankfurt am Main,2014-04-22,sky is clear
Frankfurt am Main,2014-04-23,few clouds
Frankfurt am Main,2014-04-24,broken clouds
Frankfurt am Main,2014-04-25,light rain
Frankfurt am Main,2014-04-26,light rain
Frankfurt am Main,2014-04-27,light rain
Munich,2014-04-21,broken clouds
Munich,2014-04-22,moderate rain
Munich,2014-04-23,heavy intensity rain
Munich,2014-04-24,moderate rain
Munich,2014-04-25,moderate rain
Munich,2014-04-26,light rain
Munich,2014-04-27,light rain
Budapest,2014-04-21,broken clouds
Budapest,2014-04-22,moderate rain
Budapest,2014-04-23,moderate rain
Budapest,2014-04-24,few clouds
Budapest,2014-04-25,light rain
Budapest,2014-04-26,light rain
Budapest,2014-04-27,moderate rain
Sheffield,2014-04-21,overcast clouds
Sheffield,2014-04-22,light rain
Sheffield,2014-04-23,light rain
Sheffield,2014-04-24,scattered clouds
Sheffield,2014-04-25,light rain
Sheffield,2014-04-26,light rain
Sheffield,2014-04-27,heavy intensity rain
Murcia,2014-04-21,light rain
Murcia,2014-04-22,sky is clear
Murcia,2014-04-23,sky is clear
Murcia,2014-04-24,sky is clear
Murcia,2014-04-25,sky is clear
Murcia,2014-04-26,sky is clear
Murcia,2014-04-27,sky is clear
Vienna,2014-04-21,sky is clear
Vienna,2014-04-22,moderate rain
Vienna,2014-04-23,light rain
Vienna,2014-04-24,broken clouds
Vienna,2014-04-25,moderate rain
Vienna,2014-04-26,light rain
Vienna,2014-04-27,moderate rain
Berlin,2014-04-21,light rain
Berlin,2014-04-22,broken clouds
Berlin,2014-04-23,light rain
Berlin,2014-04-24,few clouds
Berlin,2014-04-25,sky is clear
Berlin,2014-04-26,light rain
Berlin,2014-04-27,light rain
Milan,2014-04-21,light rain
Milan,2014-04-22,light rain
Milan,2014-04-23,few clouds
Milan,2014-04-24,light rain
Milan,2014-04-25,light rain
Milan,2014-04-26,sky is clear
Milan,2014-04-27,heavy intensity rain
Bristol,2014-04-21,light rain
Bristol,2014-04-22,moderate rain
Bristol,2014-04-23,moderate rain
Bristol,2014-04-24,light rain
Bristol,2014-04-25,light rain
Bristol,2014-04-26,moderate rain
Bristol,2014-04-27,moderate rain
Glasgow,2014-04-21,few clouds
Glasgow,2014-04-22,moderate rain
Glasgow,2014-04-23,moderate rain
Glasgow,2014-04-24,light rain
Glasgow,2014-04-25,light rain
Glasgow,2014-04-26,light rain
Glasgow,2014-04-27,light rain
Naples,2014-04-21,sky is clear
Naples,2014-04-22,scattered clouds
Naples,2014-04-23,sky is clear
Naples,2014-04-24,sky is clear
Naples,2014-04-25,moderate rain
Naples,2014-04-26,light rain
Naples,2014-04-27,light rain
Crete,2014-04-21,moderate rain
Crete,2014-04-22,light rain
Crete,2014-04-23,sky is clear
Crete,2014-04-24,heavy intensity rain
Crete,2014-04-25,few clouds
Crete,2014-04-26,light rain
Crete,2014-04-27,sky is clear
Bucharest,2014-04-21,few clouds
Bucharest,2014-04-22,sky is clear
Bucharest,2014-04-23,few clouds
Bucharest,2014-04-24,heavy intensity rain
Bucharest,2014-04-25,heavy intensity rain
Bucharest,2014-04-26,light rain
Bucharest,2014-04-27,heavy intensity rain
Hamburg,2014-04-21,scattered clouds
Hamburg,2014-04-22,moderate rain
Hamburg,2014-04-23,moderate rain
Hamburg,2014-04-24,light rain
Hamburg,2014-04-25,scattered clouds
Hamburg,2014-04-26,few clouds
Hamburg,2014-04-27,sky is clear
Zaragoza,2014-04-21,moderate rain
Zaragoza,2014-04-22,light rain
Zaragoza,2014-04-23,scattered clouds
Zaragoza,2014-04-24,moderate rain
Zaragoza,2014-04-25,sky is clear
Zaragoza,2014-04-26,sky is clear
Zaragoza,2014-04-27,moderate rain
Florence,2014-04-21,light rain
Florence,2014-04-22,heavy intensity rain
Florence,2014-04-23,moderate rain
Florence,2014-04-24,sky is clear
Florence,2014-04-25,light rain
Florence,2014-04-26,moderate rain
Florence,2014-04-27,light rain
Cluj-Napoca,2014-04-21,overcast clouds
Cluj-Napoca,2014-04-22,moderate rain
Cluj-Napoca,2014-04-23,light rain
Cluj-Napoca,2014-04-24,scattered clouds
Cluj-Napoca,2014-04-25,heavy intensity rain
Cluj-Napoca,2014-04-26,light rain
Cluj-Napoca,2014-04-27,heavy intensity rain
Nuremberg,2014-04-21,scattered clouds
Nuremberg,2014-04-22,overcast clouds
Nuremberg,2014-04-23,moderate rain
Nuremberg,2014-04-24,heavy intensity rain
Nuremberg,2014-04-25,light rain
Nuremberg,2014-04-26,scattered clouds
Nuremberg,2014-04-27,light rain
Turin,2014-04-21,moderate rain
Turin,2014-04-22,moderate rain
Turin,2014-04-23,sky is clear
Turin,2014-04-24,moderate rain
Turin,2014-04-25,heavy intensity rain
Turin,2014-04-26,light rain
Turin,2014-04-27,heavy intensity rain
Lisbon,2014-04-21,sky is clear
Lisbon,2014-04-22,broken clouds
Lisbon,2014-04-23,light rain
Lisbon,2014-04-24,light rain
Lisbon,2014-04-25,broken clouds
Lisbon,2014-04-26,few clouds
Lisbon,2014-04-27,light rain
Birmingham,2014-04-21,light rain
Birmingham,2014-04-22,light rain
Birmingham,2014-04-23,light rain
Birmingham,2014-04-24,light rain
Birmingham,2014-04-25,few clouds
Birmingham,2014-04-26,moderate rain
Birmingham,2014-04-27,moderate rain
Valencia,2014-04-21,light rain
Valencia,2014-04-22,light rain
Valencia,2014-04-23,heavy intensity rain
Valencia,2014-04-24,heavy intensity rain
Valencia,2014-04-25,moderate rain
Valencia,2014-04-26,light rain
Valencia,2014-04-27,moderate rain
Genoa,2014-04-21,light rain
Genoa,2014-04-22,moderate rain
Genoa,2014-04-23,few clouds
Genoa,2014-04-24,moderate rain
Genoa,2014-04-25,moderate rain
Genoa,2014-04-26,moderate rain
Genoa,2014-04-27,moderate rain
Thessaloniki,2014-04-21,few clouds
Thessaloniki,2014-04-22,sky is clear
Thessaloniki,2014-04-23,heavy intensity rain
Thessaloniki,2014-04-24,moderate rain
Thessaloniki,2014-04-25,sky is clear
Thessaloniki,2014-04-26,light rain
Thessaloniki,2014-04-27,heavy intensity rain
Nice,2014-04-21,moderate rain
Nice,2014-04-22,light snow
Nice,2014-04-23,light rain
Nice,2014-04-24,moderate rain
Nice,2014-04-25,moderate rain
Nice,2014-04-26,moderate rain
Nice,2014-04-27,heavy intensity rain
Dublin,2014-04-21,sky is clear
Dublin,2014-04-22,light rain
Dublin,2014-04-23,sky is clear
Dublin,2014-04-24,sky is clear
Dublin,2014-04-25,overcast clouds
Dublin,2014-04-26,sky is clear
Dublin,2014-04-27,sky is clear
Brno,2014-04-21,broken clouds
Brno,2014-04-22,light rain
Brno,2014-04-23,scattered clouds
Brno,2014-04-24,moderate rain
Brno,2014-04-25,moderate rain
Brno,2014-04-26,light rain
Brno,2014-04-27,moderate rain
Dubrovnik,2014-04-21,light rain
Dubrovnik,2014-04-22,heavy intensity rain
Dubrovnik,2014-04-23,overcast clouds
Dubrovnik,2014-04-24,heavy intensity rain
Dubrovnik,2014-04-25,few clouds
Dubrovnik,2014-04-26,light rain
Dubrovnik,2014-04-27,moderate rain
Lublin,2014-04-21,broken clouds
Lublin,2014-04-22,scattered clouds
Lublin,2014-04-23,few clouds
Lublin,2014-04-24,scattered clouds
Lublin,2014-04-25,moderate rain
Lublin,2014-04-26,moderate rain
Lublin,2014-04-27,light rain
Sofia,2014-04-21,broken clouds
Sofia,2014-04-22,few clouds
Sofia,2014-04-23,moderate rain
Sofia,2014-04-24,moderate rain
Sofia,2014-04-25,moderate rain
Sofia,2014-04-26,moderate rain
Sofia,2014-04-27,heavy intensity rain
Seville,2014-04-21,light rain
Seville,2014-04-22,broken clouds
Seville,2014-04-23,moderate rain
Seville,2014-04-24,sky is clear
Seville,2014-04-25,light rain
Seville,2014-04-26,sky is clear
Seville,2014-04-27,moderate rain
Riga,2014-04-21,sky is clear
Riga,2014-04-22,sky is clear
Riga,2014-04-23,sky is clear
Riga,2014-04-24,sky is clear
Riga,2014-04-25,sky is clear
Riga,2014-04-26,light rain
Riga,2014-04-27,sky is clear
Katowice,2014-04-21,overcast clouds
Katowice,2014-04-22,light rain
Katowice,2014-04-23,sky is clear
Katowice,2014-04-24,broken clouds
Katowice,2014-04-25,moderate rain
Katowice,2014-04-26,moderate rain
Katowice,2014-04-27,light rain
Liverpool,2014-04-22,few clouds
Liverpool,2014-04-23,few clouds
Liverpool,2014-04-24,sky is clear
Liverpool,2014-04-25,scattered clouds
Liverpool,2014-04-26,scattered clouds
Liverpool,2014-04-27,moderate rain
Liverpool,2014-04-28,moderate rain
Wuppertal,2014-04-21,light rain
Wuppertal,2014-04-22,light rain
Wuppertal,2014-04-23,few clouds
Wuppertal,2014-04-24,light rain
Wuppertal,2014-04-25,moderate rain
Wuppertal,2014-04-26,light rain
Wuppertal,2014-04-27,moderate rain
Bochum,2014-04-21,overcast clouds
Bochum,2014-04-22,few clouds
Bochum,2014-04-23,scattered clouds
Bochum,2014-04-24,moderate rain
Bochum,2014-04-25,light rain
Bochum,2014-04-26,light rain
Bochum,2014-04-27,moderate rain
Toulouse,2014-04-21,scattered clouds
Toulouse,2014-04-22,light rain
Toulouse,2014-04-23,light rain
Toulouse,2014-04-24,scattered clouds
Toulouse,2014-04-25,scattered clouds
Toulouse,2014-04-26,light rain
Toulouse,2014-04-27,light rain
Stuttgart,2014-04-21,scattered clouds
Stuttgart,2014-04-22,sky is clear
Stuttgart,2014-04-23,moderate rain
Stuttgart,2014-04-24,moderate rain
Stuttgart,2014-04-25,light rain
Stuttgart,2014-04-26,moderate rain
Stuttgart,2014-04-27,light rain
Bonn,2014-04-21,overcast clouds
Bonn,2014-04-22,few clouds
Bonn,2014-04-23,scattered clouds
Bonn,2014-04-24,moderate rain
Bonn,2014-04-25,light rain
Bonn,2014-04-26,light rain
Bonn,2014-04-27,moderate rain
Bratislava,2014-04-21,overcast clouds
Bratislava,2014-04-22,moderate rain
Bratislava,2014-04-23,moderate rain
Bratislava,2014-04-24,scattered clouds
Bratislava,2014-04-25,moderate rain
Bratislava,2014-04-26,light rain
Bratislava,2014-04-27,moderate rain
Hallstatt,2014-04-21,few clouds
Hallstatt,2014-04-22,light rain
Hallstatt,2014-04-23,light rain
Hallstatt,2014-04-24,moderate rain
Hallstatt,2014-04-25,few clouds
Hallstatt,2014-04-26,moderate rain
Hallstatt,2014-04-27,light rain
Plovdiv,2014-04-21,few clouds
Plovdiv,2014-04-22,sky is clear
Plovdiv,2014-04-23,light rain
Plovdiv,2014-04-24,heavy intensity rain
Plovdiv,2014-04-25,light rain
Plovdiv,2014-04-26,light rain
Plovdiv,2014-04-27,light rain
Dresden,2014-04-21,overcast clouds
Dresden,2014-04-22,scattered clouds
Dresden,2014-04-23,moderate rain
Dresden,2014-04-24,heavy intensity rain
Dresden,2014-04-25,broken clouds
Dresden,2014-04-26,light rain
Dresden,2014-04-27,light rain
Tallinn,2014-04-21,sky is clear
Tallinn,2014-04-22,sky is clear
Tallinn,2014-04-23,sky is clear
Tallinn,2014-04-24,sky is clear
Tallinn,2014-04-25,sky is clear
Tallinn,2014-04-26,light rain
Tallinn,2014-04-27,sky is clear
Essen,2014-04-21,overcast clouds
Essen,2014-04-22,few clouds
Essen,2014-04-23,scattered clouds
Essen,2014-04-24,moderate rain
Essen,2014-04-25,light rain
Essen,2014-04-26,light rain
Essen,2014-04-27,moderate rain
Antwerp,2014-04-21,light rain
Antwerp,2014-04-22,moderate rain
Antwerp,2014-04-23,sky is clear
Antwerp,2014-04-24,moderate rain
Antwerp,2014-04-25,moderate rain
Antwerp,2014-04-26,moderate rain
Antwerp,2014-04-27,heavy intensity rain
Varna,2014-04-21,sky is clear
Varna,2014-04-22,sky is clear
Varna,2014-04-23,light rain
Varna,2014-04-24,moderate rain
Varna,2014-04-25,moderate rain
Varna,2014-04-26,light rain
Varna,2014-04-27,light rain
Gothenburg,2014-04-21,sky is clear
Gothenburg,2014-04-22,scattered clouds
Gothenburg,2014-04-23,few clouds
Gothenburg,2014-04-24,sky is clear
Gothenburg,2014-04-25,sky is clear
Gothenburg,2014-04-26,sky is clear
Gothenburg,2014-04-27,sky is clear
Vilnius,2014-04-21,scattered clouds
Vilnius,2014-04-22,moderate rain
Vilnius,2014-04-23,sky is clear
Vilnius,2014-04-24,sky is clear
Vilnius,2014-04-25,sky is clear
Vilnius,2014-04-26,light rain
Vilnius,2014-04-27,sky is clear
Barcelona,2014-04-21,light rain
Barcelona,2014-04-22,light rain
Barcelona,2014-04-23,sky is clear
Barcelona,2014-04-24,sky is clear
Barcelona,2014-04-25,light rain
Barcelona,2014-04-26,light rain
Barcelona,2014-04-27,sky is clear
Madrid,2014-04-21,light rain
Madrid,2014-04-22,sky is clear
Madrid,2014-04-23,light rain
Madrid,2014-04-24,light rain
Madrid,2014-04-25,sky is clear
Madrid,2014-04-26,sky is clear
Madrid,2014-04-27,light rain
Hanover,2014-04-21,sky is clear
Hanover,2014-04-22,scattered clouds
Hanover,2014-04-23,scattered clouds
Hanover,2014-04-24,light rain
Hanover,2014-04-25,moderate rain
Hanover,2014-04-26,light rain
Hanover,2014-04-27,sky is clear
Kaunas,2014-04-21,few clouds
Kaunas,2014-04-22,moderate rain
Kaunas,2014-04-23,light rain
Kaunas,2014-04-24,sky is clear
Kaunas,2014-04-25,sky is clear
Kaunas,2014-04-26,light rain
Kaunas,2014-04-27,sky is clear
Dortmund,2014-04-21,broken clouds
Dortmund,2014-04-22,few clouds
Dortmund,2014-04-23,few clouds
Dortmund,2014-04-24,light rain
Dortmund,2014-04-25,light rain
Dortmund,2014-04-26,broken clouds
Dortmund,2014-04-27,sky is clear
Marseille,2014-04-21,light rain
Marseille,2014-04-22,light rain
Marseille,2014-04-23,sky is clear
Marseille,2014-04-24,sky is clear
Marseille,2014-04-25,heavy intensity rain
Marseille,2014-04-26,sky is clear
Marseille,2014-04-27,light rain
Zermatt,2014-04-21,light snow
Zermatt,2014-04-22,light snow
Zermatt,2014-04-23,sky is clear
Zermatt,2014-04-24,sky is clear
Zermatt,2014-04-25,light rain
Zermatt,2014-04-26,light rain
Zermatt,2014-04-27,heavy intensity rain
Bremen,2014-04-21,overcast clouds
Bremen,2014-04-22,moderate rain
Bremen,2014-04-23,scattered clouds
Bremen,2014-04-24,few clouds
Bremen,2014-04-25,light rain
Bremen,2014-04-26,light rain
Bremen,2014-04-27,sky is clear
Strasbourg,2014-04-21,scattered clouds
Strasbourg,2014-04-22,few clouds
Strasbourg,2014-04-23,moderate rain
Strasbourg,2014-04-24,moderate rain
Strasbourg,2014-04-25,light rain
Strasbourg,2014-04-26,moderate rain
Strasbourg,2014-04-27,moderate rain
Alicante,2014-04-21,sky is clear
Alicante,2014-04-22,sky is clear
Alicante,2014-04-23,sky is clear
Alicante,2014-04-24,sky is clear
Alicante,2014-04-25,sky is clear
Alicante,2014-04-26,sky is clear
Alicante,2014-04-27,sky is clear
Szczecin,2014-04-21,few clouds
Szczecin,2014-04-22,broken clouds
Szczecin,2014-04-23,light rain
Szczecin,2014-04-24,broken clouds
Szczecin,2014-04-25,sky is clear
Szczecin,2014-04-26,moderate rain
Szczecin,2014-04-27,light rain
Palermo,2014-04-21,sky is clear
Palermo,2014-04-22,sky is clear
Palermo,2014-04-23,moderate rain
Palermo,2014-04-24,sky is clear
Palermo,2014-04-25,light rain
Palermo,2014-04-26,light rain
Palermo,2014-04-27,light rain
Mannheim,2014-04-21,scattered clouds
Mannheim,2014-04-22,few clouds
Mannheim,2014-04-23,moderate rain
Mannheim,2014-04-24,moderate rain
Mannheim,2014-04-25,light rain
Mannheim,2014-04-26,moderate rain
Mannheim,2014-04-27,moderate rain
Bydgoszcz,2014-04-21,few clouds
Bydgoszcz,2014-04-22,few clouds
Bydgoszcz,2014-04-23,moderate rain
Bydgoszcz,2014-04-24,few clouds
Bydgoszcz,2014-04-25,sky is clear
Bydgoszcz,2014-04-26,light rain
Bydgoszcz,2014-04-27,light rain
Bari,2014-04-21,sky is clear
Bari,2014-04-22,few clouds
Bari,2014-04-23,sky is clear
Bari,2014-04-24,sky is clear
Bari,2014-04-25,sky is clear
Bari,2014-04-26,sky is clear
Bari,2014-04-27,sky is clear
Valladolid,2014-04-21,moderate rain
Valladolid,2014-04-22,sky is clear
Valladolid,2014-04-23,moderate rain
Valladolid,2014-04-24,moderate rain
Valladolid,2014-04-25,light rain
Valladolid,2014-04-26,moderate rain
Valladolid,2014-04-27,light rain
Duisburg,2014-04-21,overcast clouds
Duisburg,2014-04-22,few clouds
Duisburg,2014-04-23,scattered clouds
Duisburg,2014-04-24,moderate rain
Duisburg,2014-04-25,light rain
Duisburg,2014-04-26,light rain
Duisburg,2014-04-27,moderate rain
Ostrava,2014-04-21,scattered clouds
Ostrava,2014-04-22,sky is clear
Ostrava,2014-04-23,sky is clear
Ostrava,2014-04-24,light rain
Ostrava,2014-04-25,light rain
Ostrava,2014-04-26,broken clouds
Ostrava,2014-04-27,light rain
Bielefeld,2014-04-21,few clouds
Bielefeld,2014-04-22,overcast clouds
Bielefeld,2014-04-23,few clouds
Bielefeld,2014-04-24,sky is clear
Bielefeld,2014-04-25,broken clouds
Bielefeld,2014-04-26,light rain
Bielefeld,2014-04-27,sky is clear
Fayetteville,2014-04-21,scattered clouds
Fayetteville,2014-04-22,moderate rain
Fayetteville,2014-04-23,scattered clouds
Fayetteville,2014-04-24,sky is clear
Fayetteville,2014-04-25,light rain
Fayetteville,2014-04-26,moderate rain
Fayetteville,2014-04-27,light rain
Argos,2014-04-21,overcast clouds
Argos,2014-04-22,scattered clouds
Argos,2014-04-23,scattered clouds
Argos,2014-04-24,heavy intensity rain
Argos,2014-04-25,sky is clear
Argos,2014-04-26,sky is clear
Argos,2014-04-27,sky is clear
